RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Tacu Tacu Capon;Con verduritas salteadas en salsa de ostión y tacu tacu.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Pesto Criollo;Con milanesa de pescado, papita a la huancaína. bien criollo.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Tallarín Saltado de Pollo;Tallarín saltado con pollo, tomate y cebolla.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Chaufa Tapado de Pollo;Arroz chaufa acompañado de pollo.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Alfajor Rascacielo;Alfajor con manjar y azúcar flor.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Torta de Chocolate;Torta rellena de chocolate.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Coca-Cola Original 350 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Pisco Sour 1/2 Lt;Pisco sour peruano 1/2 litro
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Pisco Sour 1lt;Pisco sour peruano de 1 litro
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Curatodo;Bebida en base a hierbas, manzanilla y piña.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Chicha Morada;Maíz morado , hervido con Canela,  manzana y piña.Eso se cuela,  se deja enfriar y se mezcla con limon y azucar.Es un refresco,  no contiene alcohol.Es ligera como una limonada.
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Inca Kola Original 450 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Coca-Cola Sin Azúcar 350 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Coca-Cola Light 350 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Sprite 350 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Sprite Zero 350 ml;Bebida
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Vital con Gas 330 ml;Agua
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Agua Evian 330 Cc Sin Gas.;Aguas
Barra Chalaca;(OJO: RETIRO EN BARRA CHALACA)Av. La Dehesa 1445, Lo Barnechea, Región Metropolitana, Chile, Local 1106;Vital Sin Gas 330 ml;Agua
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Churrasco Italiano + Cono de Papas Fritas + Bebida;Sándwich Churrasco Italiano + Cono de Papas Fritas + Bebida (350cc lata)
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Crudo Alemán Experto + Cono de Papas Fritas + Bebida;Crudo Alemán Experto + Cono de Papas Fritas + Bebida (350cc lata)
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Jack Daniel`s Honey + Cono de Papas Fritas + Bebida + Chessecake;Jack Daniel`s Honey + Cono de Papas Fritas + Bebida (350cc lata) + Chessecake de Frambuesa
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Crudo Alemán Experto;Crudo, pepinillos, cilantro, cebolla, ají verde, limón, mayonesa casera, tostadas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Crudo Filete;Crudo de Filete, pepinillos, cilantro, cebolla, ají verde, limón, mayonesa casera, tostadas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ceviche de Salmón y Palta;Ceviche de salmón, camarón, palta, cebolla morada, ají verde.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Tartar de Atún y Palta;Atún, palta, sésamo, tostadas con un aliño de pesto, salsa de rocoto y salsa de mirin soya y sésamo
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Carpaccio de Salmón Ahumado;Carpaccio de salmón ahumado, queso parmesano, alcaparras, limón.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Papas Fritas;Papas fritas para 2 personas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Papas Fritas Queso Tocino;Papas Fritas con salsa de queso cheddar, tocino crispy.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Papas Fritas Alemán Experto;Papas fritas, carne, pollo, tocino, cebolla caramelizada, salsa especial.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Currywurst;2 Salchichas alemanas, papas fritas, salsa de tomate al curry.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Tiradito de Atún;Láminas de atún con cebollín, pimentón, nabos.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Pera Crispy;Hamburguesa, salsa de queso azul, queso azul, peras caramelizadas, cebolla crispy y tocino
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Jack Daniel's Honey;Hamburguesa 200gr, queso cheddar, palta, tomate, cebolla caramelizada, tocino, salsa jack daniel's honey, papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Suprema Experto;Hamburguesa 200gr, queso cheddar, pepinillos, aros de cebolla, tocino, bbq, salsa a elección, papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Cebolla al Vino Tinto;Hamburguesa 200gr, queso caliente, cebolla dulce al vino tinto, pepinillos, salsa especial, tocino crispy. Incluye papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Doble Experto;Doble hamburguesa, doble queso cheddar, tocino, cebolla caramelizada, huevo, bbq. Incluye papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Tocino Ahumado;Hamburguesa 200gr, queso cheddar, tocino ahumado 100gr, pepinillos, mayonesa.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Tocino Blue;Hamburguesa 200gr, aros de cebolla, salsa de queso azul, tocino, ají verde. incluye papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Gran Experto;Hamburguesa rellena con queso cheddar y tocino, aros de cebolla, salsa de pepinillos sweet relish bbq, incluye papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Gran Buffalo;Hamburguesa 200gr, queso cheddar, lechuga, tomate, pepinillos, cebolla crispy, mayonesa buffalo picante, papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Camarón Chili;Hamburguesa, queso caliente, rúcula, aros de cebolla, salsa sweet chili (agridulce) y camarones.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Alemán Experto;Tu proteina favorita con queso caliente, lechuga, tomate, palta, pepinillos, cebolla morada, mayonesa casera, tocino.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Italiano;Tu proteína favorita con  tomate, palta, mayonesa casera.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Completo;Tu proteína favorita con  tomate, americana, chucrut, mayonesa casera.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Barros Luco;Tu proteína favorita con queso caliente.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Chacarero;Tu proteína favorita con tomate, porotos verdes, ají verde.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Tomate Mayonesa Casera;Tu proteína favorita tomate, mayonesa casera.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sándwich Palta;Tu proteína favorita con palta
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Quinoa Tomate Palta;Sándwich con Hamburguesa de quinoa, tomate, palta.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Quinoa Almendras Tostadas;Sándwich con Hamburguesa de quinoa, rúcula, cebolla caramelizada, palta, almendras tostadas
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Quinoa Alemán Experto;Sándwich con Hamburguesa de quinoa, lechuga, tomate, palta, pepinillos, cebolla morada, champiñón.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Quinoa Palta Champiñón;Sándwich con Hamburguesa de quinoa, palta, champiñón.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Quinoa al Vino Tinto;Sándwich con Hamburguesa de quinoa, rúcula, tomate, palta, cebolla dulce al vino tinto.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Jardín de Quínoa Real;Quínoa real, camote asado, tomate cherry, semillas de zapallo, almendras tostadas, palta, aliño mostaza miel.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Pera Caramelizada;Mix de verdes, berro, queso azul, cranberries, pera caramelizada, camarón, aliñado con reducción de aceto balsámico y limoneta
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada César Pollo;Mix de verdes, filetes de pollo, crutones, parmesano, salsa césar.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Salmón Ahumado con Ricota;Ensalada mix de verdes, salmón ahumado, ricota, palta, sésamo y aliño limoneta.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Camarón;Mix de verdes, camarones apanados, palta, tomates cherry, ricota, sésamo y aliño limoneta.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Timbal de Quinoa;Quinoa real, filetes de pollo, mostaza miel, tomate cherry, palta, mix de verdes.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Pollo Apanado en Panko;Ensalada de mix verdes, filetes de pollo apanados en panko, queso azul, tomates cherry caramelizados, almendras tostadas, aliño palta, cilantro.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Atún con Papas Hilo;Ensalada mix de verdes, atún, palta, papas hilo, sésamo, reducción de aceto balsámico.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Pollo Panko;Pollo apanado en panko
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Costillas BBQ Ribs;Costillas baby back ribs con salsa BBQ a elección.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;De La Casa;Chuleta Kassler, Bratwurst y 100gr de tocino ahumado.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Atún Sellado;Atún sellado en sésamo
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Escalopa Kaiser;Escalopa rellena con jamón y queso.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Salmón a la Plancha;Salmón a la plancha.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Bratwurst;2 Salchichas alemanas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Pollo a la Plancha;Pollo a la plancha 250gr
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Chuletas Kassler;2 Chuletas Kassler
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Hamburguesa Queso Cheddar + Papas Fritas Niño;Hamburguesa con queso cheddar, acompañada con papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Pollo a la Plancha + Papas Fritas al Plato Niño;Pollo a la plancha con papas fritas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Churrasco a la Plancha + Papas Fritas al Plato Niño;Churrasco con papas fritas para niño
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Papas Fritas;Papas fritas para 2 personas.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Quinoa;Porción de quinoa.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Cono Papas Firtas;Papas fritas personales
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada;Mix verde, tomate, palmitos.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Porotos Verdes;Ensalada de porotos verdes.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Chilena;Ensalada de tomate con cebolla.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Palmito Palta;Ensalada de palmito y palta.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Ensalada Tomate Palta;Ensalada de tomate con palta.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;A Lo Pobre;Papas Fritas, Cebolla Frita, Huevo Frito.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sour Peruano;500cc, te recomendemos ponerlo en la batidora con 3 cubos de hielo, agregar la albumina (te la enviamos) y batir por 30 segundos.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Santa Ema Select Terroir Carmenere;Exquisito vino Santa Ema
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Royal Guard Original;Royal Guard Original 355 ml
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Heineken Original;Heineken Original 330 ml
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Sour de la Casa;Pisco Sour 500cc
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Coca Cola (Original, Light, Zero);Coca Cola en lata
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Jugo Natural Piña;Jugo Natural Piña 500cc
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Jugo Natural Frambuesa;Jugo Natural Frambuesa 500cc
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Canada Dry Ginger Ale 350 ml;Bebida
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Canada Dry Ginger Ale Light 310 ml;Bebida
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Nordic Mist Ginger Ale Zero 350 ml;Bebida
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Cheesecake de Frambuesa;Cheesecake de frambuesa
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Volcán de Chocolate;Bizcocho de chocolate, acompañado de helado de vainilla. Lo debes calentar en tu microondas por 30 segundos.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Oreo Experto;Helado a base de crema con galletas oreo, helado de vainilla y salsa de manjar.
Alemán Experto;Avenida La Dehesa #1670, Lo Barnechea;Brownie con Helado;Brownie con helado de vainilla. Calentar en microondas 30 segundos.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para una Persona a;5 wantan frito, chapsui de carne o pollo y arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para una Persona B;5 Wantán frito, carne o pollo mongoliano, y arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 2 Personas a;Wantán frito, carne mongoliana, chapsui de pollo y 2 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 2 Personas B;Arrollado mei, pollo chitén, parrillada china y 2 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 3 Personas a;Wantán frito, arrollado primavera, carne mongoliana, diente de dragón de pollo, pollo chitén y 3 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 3 Personas B;Wantán frito, arrollado mei, costillar cantonés, parrillada china, chapsui de pollo y 3 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 4 Personas;Wantán frito, arrollado primavera, carne mongoliana, diente de dragón de pollo, arrollado de mariscos, chapsui de carne y 4 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 5 Personas;Wantán frito, arrollado primavera, carne mongoliana, diente de dragón de pollo, arrollado de mariscos, pollo chitén, costillar cantonés y 5 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 6 Personas;2 Wantán fritos, 2 arrollados primavera, carne mongoliana, diente de dragón, arrollado de mariscos, chapsui especial, costillar cantonés y 6 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Menú para 8 Personas;2 Wantán frito, 2 arrollados primavera, diente de dragón, carne mongoliana, arrollado de mariscos, chapsui especial, costillar cantonés, pollo pekín o chapsuim chapsui de carne y 8 arroz chaufán.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Chapsui de Carne;Chapsui de carne con verduras con arroz chaufan.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Carne Mongoliana;Carne mongoliana con cebollín con arroz chaufan.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Pollo Mongoliano;Pollo mongoliano preparado con cebollín con arroz chaufan.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Costillar Cantonés;Costillar preparado al estilo cantonés con arroz chaufan .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Chapsui de Ave;Chapsui de ave con verduras con arroz chaufan .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Pollo Chitén;Pollo chitén preparado con almendras y verduras con arroz chaufan .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Pollo con Piña;Pollo preparado con piña con arroz chaufan.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colación Carne Sola (con Arroz);Arroz con carne sola sin cebollín.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Colacíon Pollo Solo (con Arroz);Arroz con polo solo sin cebollín.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arrollados Primavera (5 Unidades);Arrollados primavera, 5 unidades
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón Mandarín (4 Unidades);Camarón mandarín (4 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Papas Mongolianas;Papas fritas con carne o pollo mongoliano, o mixta.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arrollados de Queso (5 Unidades);Arrollados de queso (5 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Hojas de Camarón (18 Unidades);Hojas de camarón (18 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pollo Mandarín (4 Unidades);Pollo mandarín (4 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón con Queso (4 Unidades);Camarón con queso (4 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Copa de Oro (5 Unidades);Copa de oro (5 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Papas Fritas;Papas fritas.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Wantán Frito (10 Unidades);Wantán frito (10 unidades).
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arrollados Mei (5 Unidades);Arrollados con jamón y queso.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arrollado de Verduda;Es arrollado vegetariano .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Sopa Mei;Sopa Mei  con alga marina, pollo y huevo
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Sopa I Fu Min;Sopa de tallarín con pollo, picado de verdura acompañado con camarón
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Sopa Hanchow;Sopa con fideos de arroz, pollo, huevo y cebollín
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Sopa Wantán;Sopa con masa de wantan y pollo
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne Al Vapor;Carne cocida al vapor.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne Tausí;Carne con poroto negro y  cebollín
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Camarón;Carne salteada con camarón.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Curry;Carne con Curry
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne Mongoliana;Carne mongoliana  salteada con cebollín y ají
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Algas;Carne  salteada con algas y cebollin.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Champiñones;Carne salteada con champiñones.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne Sola;Porción de carne salteada.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pato Champiñón y Algas;Pato preparado con champiñón y algas.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pato Pekín;Pato preparado al estilo Pekín.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pato con Piña;Pato preparado con piña.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumin Verdura;Tallarin salteada con verdura .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumin Solo;Solo tallarín .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumín con Pollo;Chaumín (tallarines) preparados con pollo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumín con Carne;Chaumín (tallarines) preparado con carne.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumín Especial;Chaumín especial con camarones y especias.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumín con Camarón;Chaumín (tallarines) preparado con camarón y brócoli.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chaumín con Cerdo Asado;Chaumín (tallarines) preparado con cerdo asado.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui de Congrio;Chapsui de Congrio y verduras
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui de Carne;Chapsui de Carnes y verduras
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui de Camarón;Chapsui de Camarones y verduras preparadas
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui con Pollo;Chapsui de Pollo y verduras
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui de Verduras;Chapsui de  verduras salteada con alga y champiñón
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui Especial;Chapsui de Carne, pollo, camarones y verduras
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Chapsui de Chancho;Chapsui de chancho y verduras
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pock Pochoi;Pock pochoi. (alga asiática)
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Bambú con Champiñones y Algas;Bambú preparado con champiñones y algas.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arroz Chaufán;Arroz  con huevo, jamón y cebollín
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arroz Blanco;Porción de Arroz blanco cocido
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arroz Especial;Arroz Chaufan con arvejas , carne, pollo , camarón y choclos
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arroz Chaufán con Camarón;Arroz chaufan con camarón, arvejas y choclos
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Diente de Dragón Solo;Diente de dragón solo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Diente de Dragón de Pollo;Diente de dragón preparado con pollo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Diente de Dragón de Carne;Diente de dragón preparado con carne.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Diente de Dragón Camarón;Diente de dragón preparado con camarón.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Diente de Dragón Especial;Diente de dragón especial.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Mapo Tofu;Mapo tofu de carne, alga, salsa de ostras, cebollín y ají.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Pimenta Negra;Carne con salsa pimienta negra, champiñones, cebollin.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Filete Salsa Ostra;Filete, champiñones y cebollín.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Filete con Pimienta Negra;Filete en salsa pimienta, champiñones y cebollín.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Carne con Salsa Ostra;Carne con salsa ostra y champiñones, cebollin.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pollo con Salsa Ostra;Pollo con salsa ostra, champiñones,  cebollin.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Pollo con Pimienta Negra;Pollo con salsa de pimienta negra, champiñones,  cebollin.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Parrilla China;Parrilla estilo china.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Plancha de Mariscos;Plancha surtida de mariscos.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Plancha de Carne;Plancha de carne.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Plancha de Pollo;Plancha de pollo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Arrollado Marisco;Arrollado de marisco con cebollin
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Hunan;Pescado apanado con ají .
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón con Champiñones y Algas;Camarón con champiñones y algas.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón con Ajo;Camarón preparado con ajo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón Mongoliano;Camarón mongoliano preparado con cebollín y aji
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón Fuyon;Camarón preparado al estilo fuyon.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Mariscos Especiales;Mariscos especiales.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Congrio Chicharrón;Congrio preparado con chicharrón.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Camarón Chicharrón;Camarón con chicharrón.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Congrio Ajo;Congrio preparado con ajo.
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Congrio Mongoliano;Congrio mongoliano preparado con cebollín y ají
Mei;7203, Cristóbal Colón, Las Condes, Región Metropolitana;Congrio Fuyon;Congrio fuyon.
